SMILES,SPLIT
N=C1CC2C=CC(C2)O1,test_scaffolds
N=C1CC2C=CC(O1)O2,train
N=C1OC2C=CC(C2)O1,train
O=C1CC2C=CC(C1)C2,test_scaffolds
O=C1CC2C=CC(C2)N1,train
O=C1CC2C=CC(C2)O1,train
O=C1CC2C=CC(C1)O2,train
Cc1oc(N)cc1O,test
O=C1CC2C=CC(O1)O2,train
O=C1NC2C=CC(C2)N1,test
O=C1NC2C=CC(C2)O1,train
O=C1OC2C=CC(C2)O1,train
N=C1NC2CC(C2)C1=O,train
N=C1OC2CC(C2)C1=O,train
O=C1NC2CC(C2)C1=O,test_scaffolds
Cc1[nH]c(O)cc1O,train
O=C1OC2CC(C2)C1=O,train
N=C1C=CC2CC(C2)O1,train
O=C1C=CC2CC(C1)C2,train
O=C1C=CC2CC(C1)O2,train
O=C1C=CC2CC(C2)N1,train
O=C1C=CC2CC(C2)O1,train
C#CC12CC(C1)OC2=N,test_scaffolds
N#CC12CC(C1)OC2=N,test_scaffolds
C#CC12CC(CC1=O)C2,train
N#CC12CC(CC1=O)C2,train
Cc1[nH]c(N)nc1O,train
C#CC12CC(CC1=O)N2,train
N#CC12CC(CC1=O)N2,test
C#CC12CC(CC1=O)O2,train
N#CC12CC(CC1=O)O2,train
C#CC12CN(CC1=O)C2,train
N#CC12CN(CC1=O)C2,test
C#CC12CC(C1)NC2=O,train
N#CC12CC(C1)NC2=O,train
C#CC12CC(C1)OC2=O,test
N#CC12CC(C1)OC2=O,train
Cc1oc(N)nc1O,train
N=C1OC2CC13CCC23,test_scaffolds
N=C1OC2CC13COC23,train
N=C1OC2CC13NCC23,train
N=C1OC2CC13OCC23,train
O=C1CC2CC13CCC23,train
O=C1CC2CC13CCN23,train
O=C1CC2CC13COC23,train
O=C1CC2CC13OCC23,test_scaffolds
O=C1CC2NC13CNC23,train
O=C1CC2NC13COC23,train
Cc1[nH]c(O)nc1O,train
O=C1CC2OC13CCC23,train
O=C1CC2OC13CNC23,train
O=C1CC2OC13COC23,train
O=C1CN2CC13CCC23,train
O=C1CN2CC13NCC23,train
O=C1CN2CC13OCC23,train
O=C1NC2CC13CCC23,train
O=C1NC2CC13COC23,train
O=C1NC2CC13OCC23,train
O=C1OC2CC13CCC23,test_scaffolds
Cc1oc(O)nc1O,train
O=C1OC2CC13COC23,train
O=C1OC2CC13NCC23,train
O=C1OC2CC13OCC23,train
N=C1OC2CC12C1CC1,train
O=C1CC2CC12C1CC1,train
O=C1CCCC1,train
Cc1cc(N)[nH]c1O,train
Cc1cc(O)[nH]c1O,train
O=C1NC2CC12C1CC1,train
O=C1OC2CC12C1CC1,train
C#CCC12CC1OC2=N,train
N#CCC12CC1OC2=N,train
Cc1nc(O)[nH]c1O,train
C#CCC12CC1CC2=O,train
N#CCC12CC1CC2=O,train
C#CCC12CC1NC2=O,train
N#CCC12CC1NC2=O,train
Cc1cc(N)oc1O,train
C#CCC12CC1OC2=O,test
N#CCC12CC1OC2=O,train
N=C1OC2CC(=O)C1O2,train
N=C1OC2CC1C(=N)O2,train
N=C1OC2CC(=O)C1C2,train
N=C1OC2CC1C(=O)O2,train
O=C1CC2CC(=O)C1N2,train
O=C1CC2CC(=O)C1O2,train
O=C1CC2CC(=O)C1C2,test_scaffolds
O=C1CC2CC1C(=O)N2,train
Cc1cc(C)c(C)[nH]1,train
O=C1CC2CC1C(=O)O2,train
O=C1CC2OC(=O)C1O2,train
O=C1CN2CC(=O)C1C2,train
N=C1OC2CC1C1CC21,train
N=C1OC2OC1C1CC21,train
Cc1cc(C)c(C)o1,train
O=C1CC2CC1C1CC21,train
O=C1CC2OC1C1CC21,train
Cc1cc(C)c(N)[nH]1,train
O=C1CN2CC1C1CC12,test_scaffolds
O=C1NC2CC1C1CC21,train
O=C1OC2CC1C1CC21,train
O=C1OC2OC1C1CC21,train
Cc1cc(C)c(N)o1,train
N=C1OC2CC1C21CC1,train
O=C1CC2CC1C21CC1,train
Cc1cc(C)c(O)[nH]1,train
O=C1CC2OC1C21CC1,test_scaffolds
O=C1CN2CC1C21CC1,train
O=C1NC2CC1C21CC1,train
O=C1OC2CC1C21CC1,train
Cc1cc(N)c(C)[nH]1,train
C#CC1C2CC1C(=N)O2,test_scaffolds
N#CC1C2CC1C(=N)O2,test_scaffolds
C#CC1C2CC(=O)C1C2,train
N#CC1C2CC(=O)C1C2,train
C#CC1C2CC(=O)C1N2,train
N#CC1C2CC(=O)C1N2,train
C#CC1C2CC(=O)C1O2,train
N#CC1C2CC(=O)C1O2,train
C#CC1C2CN1CC2=O,train
N#CC1C2CN1CC2=O,train
O=C1CCCN1,train
Cc1cc(N)c(C)o1,train
C#CC1C2CC1C(=O)N2,train
N#CC1C2CC1C(=O)N2,test
C#CC1C2CC1C(=O)O2,train
N#CC1C2CC1C(=O)O2,train
N=C1OC2CC=CC1C2,train
N=C1OC2CC1N=CO2,test_scaffolds
N=C1OC2CC=CC1O2,train
O=C1CC2CC=CC1C2,test
O=C1CC2CC1N=CO2,train
O=C1CC2CC=CC1N2,train
Cc1cc(N)c(N)o1,test
O=C1CC2CC=CC1O2,train
O=C1CN2CC=CC1C2,train
O=C1NC2CC=CC1C2,train
O=C1OC2CC=CC1C2,train
O=C1OC2CC1N=CO2,train
O=C1OC2CC=CC1O2,train
N=C1OC2CC1NC2=N,train
N=C1NC2CC1OC2=O,test_scaffolds
N=C1OC2CC1CC2=O,train
N=C1OC2CC1NC2=O,train
Cc1cc(N)c(O)[nH]1,train
N=C1OC2CC1OC2=N,train
N=C1OC2CC1OC2=O,train
N=C1OC2OC1CC2=O,train
O=C1CC2CC1CC2=O,train
O=C1NC2CC1CC2=O,test_scaffolds
O=C1OC2CC1CC2=O,train
O=C1CC2NC1CC2=O,train
O=C1CC2OC1CC2=O,train
O=C1OC2OC1CC2=O,train
O=C1NC2CC1NC2=O,train
Cc1cc(N)c(O)o1,train
O=C1OC2CC1NC2=O,train
O=C1OC2CC1OC2=O,test_scaffolds
N=C1OC2C=CCC1C2,train
N=C1OC2C=CCC1O2,train
O=C1CC2C=CCC1C2,test_scaffolds
O=C1CC2CC1OC=N2,train
O=C1CC2C=CCC1N2,train
O=C1CC2C=CCC1O2,train
O=C1NC2C=CCC1C2,train
O=C1OC2C=CCC1C2,train
Cc1cc(O)c(C)[nH]1,train
O=C1OC2C=CCC1O2,test_scaffolds
N=C1OC2CCCC1C2,train
N=C1OC2CC1CCO2,train
N=C1OC2COCC1C2,train
N=C1OC2CCNC1C2,test_scaffolds
N=C1OC2CCOC1C2,train
N=C1OC2CCCC1O2,train
N=C1OC2CNCC1O2,train
N=C1OC2COCC1O2,train
O=C1CC2CCCC1C2,train
Cc1cc(O)c(C)o1,train
O=C1CC2CC1CCO2,train
O=C1CC2COCC1C2,train
O=C1CC2CCOC1C2,train
O=C1CC2CC1OCO2,train
O=C1CC2CCCC1O2,train
O=C1CC2CCOC1O2,train
O=C1CC2COCC1N2,train
O=C1CC2COCC1O2,train
O=C1CC2OCCC1O2,train
O=C1CN2CCCC1C2,train
Cc1cc(O)c(N)[nH]1,train
O=C1CN2CCNC1C2,train
O=C1CN2CCOC1C2,train
O=C1NC2CCCC1C2,train
O=C1NC2COCC1C2,train
O=C1NC2CCOC1C2,test
O=C1OC2CCCC1C2,train
O=C1OC2CC1CCO2,train
O=C1OC2COCC1C2,train
O=C1OC2CCNC1C2,train
O=C1OC2CCOC1C2,train
Cc1cc(O)c(N)o1,train
O=C1OC2CCCC1O2,train
O=C1OC2CNCC1O2,train
O=C1OC2COCC1O2,train
C#CC12CC(=N)OC1C2,train
N#CC12CC(=N)OC1C2,train
C#CC12CC1CC(=N)O2,train
N#CC12CC1CC(=N)O2,train
C#CC12CC1OC(=N)N2,train
N#CC12CC1OC(=N)N2,train
C#CC12CC1OC(=N)O2,test
Cc1cc(O)c(O)[nH]1,train
N#CC12CC1OC(=N)O2,train
C#CC12CC(=O)NC1C2,train
N#CC12CC(=O)NC1C2,train
C#CC12CC(=O)OC1C2,test
N#CC12CC(=O)OC1C2,train
C#CC12CC(=O)CC1C2,train
N#CC12CC(=O)CC1C2,train
C#CC12CC1CC(=O)N2,train
C#CC12CC1CC(=O)O2,train
N#CC12CC1CC(=O)O2,train
Cc1nc(C)c(C)o1,train
C#CC12CC1OC(=O)N2,train
C#CC12CC1NC(=O)N2,train
C#CC12CC1NC(=O)O2,train
N#CC12CC1NC(=O)O2,train
O=C1CCCO1,train
Cc1nc(C)c(N)o1,train
C#CC12CC1OC(=O)O2,train
N#CC12CC1OC(=O)O2,train
N=C1CC(=O)C2CC2O1,train
N=C1CC2CC2C(=O)N1,train
N=C1CC2CC2C(=O)O1,train
Cc1nc(C)c(O)[nH]1,train
N=C1NC(=O)C2CC2O1,train
N=C1NC(=O)CC2CC12,test
N=C1NC(=O)NC2CC12,train
Cc1nc(N)c(C)o1,train
N=C1NC(=O)OC2CC12,train
N=C1NC(=O)C2CC2N1,train
N=C1OC(=O)CC2CC12,train
N=C1OC(=O)NC2CC12,test_scaffolds
N=C1OC(=O)OC2CC12,train
O=C1CC(=O)C2CC2N1,train
O=C1CC(=O)C2CC2O1,train
Cc1nc(N)c(N)o1,train
O=C1CC(=O)C2CC2C1,train
O=C1CC2CC2C(=O)N1,test_scaffolds
Cc1nc(N)c(O)[nH]1,train
O=C1NC(=O)C2CC2O1,train
O=C1NC(=O)C2CC2N1,train
N=C1OC2CC2C12CC2,train
O=C1CC2CC2C12CC2,train
Cc1nc(N)c(O)o1,train
O=C1NC2CC2C12CC2,train
Cc1nc(O)c(C)[nH]1,train
O=C1OC2CC2C12CC2,train
C#CC1C(=N)OC2CC21,train
N#CC1C(=N)OC2CC21,train
C#CC1C(=O)CC2CC21,train
N#CC1C(=O)CC2CC21,train
Cc1nc(O)c(C)o1,train
C#CC1C(=O)NC2CC21,train
N#CC1C(=O)NC2CC21,train
C#CC1C(=O)OC2CC21,train
N#CC1C(=O)OC2CC21,train
Cc1nc(O)c(N)[nH]1,train
N=C1OC2CC2C2CC12,train
O=C1CC2CC2C2CC12,train
Cc1nc(O)c(N)o1,train
O=C1CCOC1,train
Cc1nc(O)c(O)[nH]1,train
O=C1NC2CC2C2CC12,test
O=C1OC2CC2C2CC12,train
Nc1nc(O)[nH]c1N,train
N=C1NC2CC2CC1=O,train
N=C1NC2CC2NC1=O,train
N=C1NC2CC2OC1=N,train
N=C1NC2CC2OC1=O,train
N=C1OC2CC2CC1=O,test
N=C1OC2CC2NC1=O,train
N=C1OC2CC2OC1=N,test_scaffolds
N=C1OC2CC2OC1=O,train
Nc1nc(O)oc1N,train
O=C1CC2CC2NC1=O,train
O=C1CC2CC2OC1=O,train
O=C1NC2CC2NC1=O,train
O=C1NC2CC2OC1=O,train
O=C1OC2CC2OC1=O,train
N=C1C=CCC2CC2O1,train
Nc1[nH]c(O)cc1O,train
N=C1C=CNC2CC2O1,train
O=C1C=CCC2CC2C1,train
O=C1C=CNC2CC2C1,test
O=C1C=CCC2CC2N1,train
O=C1C=CNC2CC2N1,train
O=C1C=CCC2CC2O1,train
Nc1[nH]c(O)nc1O,train
O=C1C=CNC2CC2O1,train
N=C1OC2CC3(CC3)C12,train
O=C1CC2CC3(CC3)C12,test_scaffolds
O=C1CC2CC3(CC3)N12,train
O=C1CC2OC3(CC3)C12,train
O=C1CN2CC3(CC3)C12,train
Nc1oc(O)nc1O,train
O=C1NC2CC3(CC3)C12,test
O=C1OC2CC3(CC3)C12,train
N=C1OC2CC3C(C2)C13,train
N=C1OC2CC3C(O2)C13,test
Nc1cc(O)[nH]c1O,train
O=C1CC2CC3C(C2)C13,train
O=C1CC2CC3C(O2)C13,train
O=C1CC2OC3C(O2)C13,train
O=C1CN2CC3C(C2)C13,train
O=C1NC2CC3C(C2)C13,test_scaffolds
O=C1OC2CC3C(C2)C13,train
O=C1OC2CC3C(O2)C13,test
Nc1nc(O)[nH]c1O,train
N=C1OC2CC3C1CC23,train
N=C1OC2CC3C1NC23,train
N=C1OC2CC3C1OC23,train
N=C1OC2CN3C1CC23,train
O=C1CC2CC3C1CN23,train
O=C1CC2CC3C1CC23,train
O=C1CC2CC3C1OC23,train
O=C1CC2CN3C1CC23,train
O=C1CC2NC3C1NC23,train
Nc1nc(O)oc1O,train
O=C1CC2NC3C1OC23,train
O=C1CC2OC3C1CC23,train
O=C1CC2OC3C1NC23,train
O=C1CC2OC3C1OC23,train
O=C1CN2CC3C1CC32,train
O=C1NC2CC3C1CC23,test
O=C1NC2CC3C1OC23,train
O=C1NC2CN3C1CC23,train
O=C1OC2CC3C1CC23,train
O=C1OC2CC3C1NC23,train
Nc1cc(N)c(N)o1,train
O=C1OC2CC3C1OC23,test_scaffolds
O=C1OC2CN3C1CC23,train
N=C1OC2CC3CC12C3,train
N=C1OC2CC3CC12N3,test_scaffolds
N=C1OC2CC3CC12O3,train
N=C1OC2CN3CC12C3,train
O=C1CC2CC3CC12C3,test_scaffolds
O=C1CC2CC3CC12O3,train
O=C1CC2OC3CC12C3,test_scaffolds
O=C1CN2CC3CC12C3,train
O=C1COCO1,train
Nc1cc(N)c(O)[nH]1,train
O=C1NC2CC3CC12C3,train
O=C1NC2CC3CC12O3,train
O=C1NC2CN3CC12C3,train
O=C1OC2CC3CC12C3,train
O=C1OC2CC3CC12N3,train
O=C1OC2CC3CC12O3,train
O=C1OC2CN3CC12C3,train
N=C1OC2CC3CC1C32,test
N=C1OC2CC3NC1C32,train
N=C1OC2CC3OC1C23,train
Nc1cc(N)c(O)o1,train
N=C1OC2CN3CC1C23,train
O=C1CC2CC3CC1C23,train
O=C1CC2CC3CC1N23,train
O=C1CC2CC3CN1C23,train
O=C1CC2CC3OC1C23,train
O=C1CC2OC3CC1C23,test
O=C1CC2OC3CN1C23,train
O=C1CN2CC3CC1C32,train
O=C1CN2CC3NC1C32,train
O=C1CN2CC3OC1C32,train
Nc1cc(O)c(N)[nH]1,train
O=C1NC2CC3CC1C32,train
O=C1NC2CC3CN1C32,test
O=C1NC2CC3OC1C23,train
O=C1NC2CN3CC1C23,test
O=C1OC2CC3CC1C32,train
O=C1OC2CC3CN1C32,train
O=C1OC2CC3NC1C32,train
O=C1OC2CC3OC1C23,train
O=C1OC2CN3CC1C23,test
N=C1OC2CC3CC2C13,train
Nc1cc(O)c(N)o1,train
N=C1OC2CC3OC2C13,test_scaffolds
N=C1OC2CN3CC2C13,train
N=C1OC2OC3CC2C13,train
O=C1CC2CC3CC2C13,train
O=C1CC2CC3CN2C13,train
O=C1CC2CC3OC2C13,train
O=C1CC2CN3CC2C13,train
O=C1CC2OC3CC2C13,train
O=C1CN2CC3CC2C13,train
O=C1NC2CC3CC2C13,train
Nc1cc(O)c(O)[nH]1,test
O=C1NC2CC3OC2C13,train
O=C1NC2CN3CC2C13,test_scaffolds
O=C1OC2CC3CC2C13,train
O=C1OC2CC3OC2C13,train
O=C1OC2CN3CC2C13,test
O=C1OC2OC3CC2C13,test_scaffolds
N=C1OC2CC3CC3C12,train
Nc1cc(O)c(O)o1,train
O=C1CC2CC3CC3C12,train
O=C1CC2CC3CC3N12,train
O=C1CC2OC3CC3C12,train
O=C1CN2CC3CC3C12,test_scaffolds
Nc1nc(N)c(N)o1,train
O=C1NC2CC3CC3C12,train
O=C1OC2CC3CC3C12,train
Nc1nc(N)c(O)o1,train
N=C1OC2CC3CCC132,train
N=C1OC2CC3CNC132,train
N=C1OC2CC3COC132,train
N=C1OC2CC3OCC132,train
N=C1OC2CN3CCC123,train
O=C1CC2CC3CCC132,train
O=C1CC2CC3COC132,test_scaffolds
O=C1CC2CC3OCC123,train
O=C1CC2CN3CCC123,train
Nc1nc(O)c(N)[nH]1,train
O=C1CC2NC3CNC132,train
O=C1CC2NC3COC132,train
O=C1CC2OC3CCC132,train
O=C1CC2OC3CNC132,train
O=C1CC2OC3COC132,train
O=C1CN2CC3CCC132,train
O=C1CN2CC3OCC132,train
O=C1NC2CC3CCC132,test_scaffolds
O=C1NC2CC3COC132,test
O=C1NC2CC3OCC123,train
Nc1nc(O)c(N)o1,train
O=C1NC2CN3CCC123,train
O=C1OC2CC3CCC132,train
O=C1OC2CC3CNC132,train
O=C1OC2CC3COC132,test_scaffolds
O=C1OC2CC3OCC132,train
O=C1OC2CN3CCC123,test_scaffolds
N=C1C=C2C=CCC2O1,train
O=C1C=C2C=CCC2C1,train
O=C1C=C2C=CCC2N1,test_scaffolds
O=C1C=C2C=CCC2O1,train
O=C1NCCN1,train
Nc1nc(O)c(O)[nH]1,train
N=C1CC2C=CCC2O1,test
N=C1CC2CC=CC2O1,train
N=C1CC2N=COC2O1,train
N=C1OC2C=CCC2O1,train
O=C1CC2C=CCC2N1,train
O=C1CC2C=CCC2O1,train
O=C1CC2C=CCN2C1,train
O=C1CC2C=CCC2C1,train
O=C1CC2CC=CC2N1,train
O=C1CC2CC=CC2O1,train
Oc1cc(O)c(O)[nH]1,train
O=C1CC2N=COC2O1,train
O=C1CC2N=COC2C1,test
O=C1NC2C=CCC2O1,train
O=C1NC2C=CCC2N1,train
O=C1NC2CC=CC2O1,train
O=C1OC2C=CCC2O1,train
N=C1NC2CN=COC12,train
N=C1OC2CC=CCC12,train
N=C1OC2CN=COC12,train
O=C1CC2CC=CCC12,train
Oc1nc(O)c(O)[nH]1,train
O=C1CC2CC=CCN12,test_scaffolds
O=C1CC2CN=COC12,train
O=C1CC2OC=NCC12,train
O=C1CN2CC=CCC12,train
O=C1NC2CC=CCC12,train
O=C1NC2CN=COC12,train
O=C1OC2CC=CCC12,train
O=C1OC2CN=CNC12,test
O=C1OC2CN=COC12,train
N=C1CC2CCC(=O)N12,train
Cc1cn(C)cc1C,train
N=C1CC2CNC(=O)N12,train
N=C1CC2COC(=N)N12,train
N=C1CC2COC(=O)N12,train
N=C1CCC2CC(=O)N12,test
N=C1NCC2CC(=O)N12,train
N=C1OC2CCC(=O)C12,train
N=C1OC2CNC(=O)C12,test_scaffolds
N=C1OCC2OC(=N)C12,train
N=C1OC2COC(=O)C12,train
N=C1OCC2CC(=O)C12,train
Cc1cn(C)cc1N,train
N=C1OCC2CC(=O)N12,train
N=C1OCC2NC(=O)C12,train
N=C1OCC2OC(=O)C12,train
O=C1CCC2CC(=O)C12,train
O=C1CCC2CC(=O)N12,train
O=C1CC2CNC(=O)C12,test
O=C1CC2CNC(=O)N12,train
O=C1CC2COC(=O)C12,test_scaffolds
O=C1CC2COC(=O)N12,train
O=C1CNC2CC(=O)C12,train
Cc1cn(C)cc1O,train
O=C1COC2CC(=O)C12,train
O=C1CCN2CC(=O)C12,train
O=C1CCC2NC(=O)C12,train
O=C1NCC2NC(=O)C12,train
O=C1NC2COC(=O)C12,train
O=C1CCC2OC(=O)C12,train
O=C1NCC2OC(=O)C12,train
N=C1CC2CC(CO2)O1,train
N=C1CC2CCC(C2)O1,test
N=C1CC2CCC(O1)O2,train
Cn1cc(N)c(N)c1,train
N=C1CC2COC(C2)O1,train
N=C1OC2CCC(C2)O1,train
N=C1OC2COC(C2)O1,train
O=C1CC2CC(CO2)N1,train
O=C1CC2CC(CO2)O1,train
O=C1CC2CCC(C1)O2,train
O=C1CC2CCC(C1)C2,train
O=C1CC2CCC(C2)N1,train
O=C1CC2CCC(C2)O1,train
O=C1CC2CCC(O1)O2,train
Cn1cc(N)c(O)c1,train
O=C1CC2COC(C1)O2,train
O=C1CC2COC(C1)C2,train
O=C1CC2COC(C2)O1,train
O=C1CN2CCC(C2)O1,train
O=C1NC2CCC(C2)N1,train
O=C1NC2CCC(C2)O1,test_scaffolds
O=C1NC2COC(C2)O1,train
O=C1OC2CCC(C2)O1,train
O=C1OC2COC(C2)O1,train
N#CC12NCC1NC2=N,train
Cn1cc(O)c(O)c1,train
C#CC12OCC1NC2=N,train
N#CC12OCC1NC2=N,train
C#CC12CCC1OC2=N,train
N#CC12CCC1OC2=N,test
C#CC12NCC1OC2=N,train
N#CC12NCC1OC2=N,train
C#CC12OCC1OC2=N,train
N#CC12OCC1OC2=N,train
C#CC12CCC1CC2=O,train
N#CC12CCC1CC2=O,train
Cc1cc(C)n(C)c1,train
C#CC12NCC1CC2=O,train
N#CC12NCC1CC2=O,train
C#CC12OCC1CC2=O,train
N#CC12OCC1CC2=O,train
N#CC12CNC1CC2=O,train
C#CC12COC1CC2=O,train
N#CC12COC1CC2=O,train
C#CC12CCN1CC2=O,train
N#CC12CCN1CC2=O,train
C#CC12CCC1NC2=O,train
O=C1NCCO1,train
Cc1cc(N)n(C)c1,train
C#CC12NCC1NC2=O,train
C#CC12OCC1NC2=O,train
C#CC12CCC1OC2=O,train
N#CC12CCC1OC2=O,train
C#CC12NCC1OC2=O,train
N#CC12NCC1OC2=O,train
C#CC12OCC1OC2=O,test_scaffolds
N#CC12OCC1OC2=O,test_scaffolds
N=C1OC2C=CC1CC2,train
N=C1OC2C=CC1NC2,train
Cc1cc(O)n(C)c1,train
N=C1OC2C=CC1OC2,train
N=C1OC2C=CC1CO2,test_scaffolds
O=C1CC2C=CC1CC2,train
O=C1CC2C=CC1OC2,test
O=C1CC2C=CC1CO2,train
O=C1NC2C=CC1CC2,test_scaffolds
O=C1NC2C=CC1OC2,test
O=C1OC2C=CC1CC2,train
O=C1OC2C=CC1NC2,train
O=C1OC2C=CC1OC2,test
Cc1cn(C)c(C)n1,test
O=C1OC2C=CC1CO2,train
N=C1NC2COC1OC2,train
N=C1OC2CCC1CC2,train
N=C1OC2CCC1CO2,train
N=C1OC2CCC1NC2,train
N=C1OC2CCC1OC2,test_scaffolds
N=C1OC2CNC1CO2,train
N=C1OC2COC1CO2,train
N=C1OC2COC1OC2,test
O=C1CC2CCC1CC2,train
Cc1cn(C)c(O)n1,train
O=C1CC2CCC1CO2,train
O=C1CC2CCC1OC2,test
O=C1CC2CNC1CO2,train
O=C1CC2COC1CO2,test
O=C1CC2COC1OC2,train
O=C1CC2OCC1CO2,train
O=C1CN2CCC1CC2,train
O=C1NC2CCC1CC2,train
O=C1NC2CCC1OC2,train
O=C1NC2COC1OC2,train
Cc1cc(N)cn1C,train
O=C1OC2CCC1CC2,test
O=C1OC2CCC1CO2,test_scaffolds
O=C1OC2CCC1NC2,train
O=C1OC2CCC1OC2,train
O=C1OC2CNC1CO2,train
O=C1OC2COC1CO2,train
O=C1OC2COC1OC2,train
N=C1C(=O)CC2CCN12,train
N=C1NC2CCC2C1=O,train
N=C1NC2CNC2C1=O,train
Cn1cc(N)cc1N,train
N=C1NC2COC2C1=O,train
N=C1OC2CCC2C1=O,train
N=C1OC2CNC2C1=O,train
N=C1OC2COC2C1=O,train
O=C1CC2CCN2C1=O,train
O=C1NC2CCC2C1=O,test
Cn1cc(N)cc1O,train
O=C1NC2CNC2C1=O,test
O=C1NC2COC2C1=O,train
O=C1OC2CCC2C1=O,train
O=C1OC2CNC2C1=O,train
O=C1OC2COC2C1=O,test_scaffolds
N=C1C=CC2CCC2O1,test
N=C1C=CC2OCC2O1,train
O=C1C=CC2CCC2C1,train
O=C1C=CN2CCC2C1,train
O=C1C=CC2OCC2C1,train
Cn1cc(N)nc1O,train
O=C1C=CC2COC2C1,train
O=C1C=CC2CCN2C1,train
O=C1C=CC2CCC2N1,train
O=C1C=CC2OCC2N1,test
O=C1C=CC2CCC2O1,train
O=C1C=CC2OCC2O1,train
N=C1OC2CCC3C1C23,train
N=C1OC2COC3C1C23,test
Cc1cc(O)cn1C,train
N=C1OC2OCC3C1C23,train
O=C1CC2CCC3C1C23,train
O=C1CC2COC3C1C23,train
O=C1CC2OCC3C1C23,test
O=C1CN2CCC3C1C32,test_scaffolds
Cn1cc(O)cc1N,train
O=C1NC2CCC3C1C23,train
O=C1NC2COC3C1C23,test_scaffolds
O=C1OC2CCC3C1C23,train
O=C1OC2COC3C1C23,train
O=C1OC2OCC3C1C23,train
O=C1OCCO1,train
Cn1cc(O)cc1O,train
N=C1CC2=CCCC2O1,test
N=C1CC2=CCOC2O1,train
N=C1NC2=CCOC2O1,train
N=C1NC2=NCCC2O1,train
O=C1CC2=CCCC2N1,train
O=C1CC2=CCCC2O1,train
O=C1CC2=CCOC2O1,train
O=C1CC2=CCCC2C1,test_scaffolds
O=C1CC2CCC=C2N1,train
O=C1CC2CCN=C2N1,train
Cc1nc(O)cn1C,train
O=C1CC2CCN=C2O1,train
O=C1CC2=CCOC2C1,train
O=C1CC2OCC=C2N1,train
O=C1CN2CCN=C2N1,train
O=C1NC2=CCCC2O1,test
O=C1NC2=CCOC2O1,train
O=C1NC2=NCCC2O1,train
O=C1NC2=CCCC2N1,train
O=C1NC2=NCCC2N1,train
O=C1NC2CCN=C2O1,train
Cn1cc(O)nc1N,train
O=C1OC2=NCCC2O1,train
N=C1OC2CCC=CC12,train
N=C1OC2COC=NC12,test_scaffolds
O=C1CC2CCC=CC12,train
O=C1CC2CCC=CN12,test
O=C1CC2COC=NC12,test_scaffolds
O=C1CC2OCC=CC12,train
O=C1CN2CCC=CC12,train
O=C1NC2CCC=CC12,train
O=C1NC2COC=NC12,train
Cn1cc(O)nc1O,train
O=C1OC2CCC=CC12,train
O=C1OC2CNC=NC12,train
O=C1OC2COC=NC12,train
N=C1C=C2CCCC2O1,train
N=C1C=C2NCCC2O1,train
N=C1C=C2COCC2O1,test_scaffolds
N=C1C=C2CCOC2O1,train
O=C1C=C2CCCC2C1,test
O=C1C=C2NCCC2C1,test_scaffolds
O=C1C=C2COCC2C1,train
Cc1cn(C)c(=O)[nH]1,train
O=C1C=C2CCOC2C1,train
O=C1C=C2CCCC2N1,test
O=C1C=C2NCCC2N1,train
O=C1C=C2CCCC2O1,train
N=C1CC2CCCC2O1,train
N=C1CC2CCOC2O1,test
N=C1CC2COCC2O1,train
Cc1cn(C)c(=N)o1,train
N=C1CC2OCCC2O1,train
N=C1NC2CCOC2O1,test
N=C1OC2CCCC2O1,train
N=C1OC2CCOC2O1,train
N=C1OC2COCC2O1,train
O=C1CC2CCCC2C1,test
O=C1CC2CCCC2N1,train
O=C1CC2CCCC2O1,test_scaffolds
O=C1CC2CCCN2C1,train
O=C1CC2CCOC2C1,test_scaffolds
Cc1cn(C)c(=O)o1,train
O=C1CC2CCOC2O1,train
O=C1CC2COCC2C1,train
O=C1CC2COCC2N1,train
O=C1CC2COCC2O1,train
O=C1CC2OCCC2N1,train
O=C1CC2OCCC2O1,train
O=C1CC2OCOC2C1,train
O=C1NC2CCCC2N1,train
O=C1NC2CCCC2O1,train
O=C1NC2CCOC2O1,train
Cn1cc(N)[nH]c1=O,train
O=C1NC2COCC2N1,train
O=C1NC2COCC2O1,train
O=C1OC2CCCC2O1,test
O=C1OC2CCOC2O1,train
O=C1OC2COCC2O1,train
N=C1NC2COCOC12,train
N=C1OC2CCCCC12,train
N=C1OC2CCCNC12,train
N=C1OC2CCCOC12,train
N=C1OC2CCOCC12,train
Cn1cc(N)oc1=N,train
N=C1OC2COCCC12,train
N=C1OC2COCOC12,train
O=C1CC2CCCCC12,train
O=C1CC2CCCCN12,train
O=C1CC2CCCOC12,train
O=C1CC2CCOCC12,train
O=C1CC2COCCC12,train
O=C1CC2COCCN12,train
O=C1CC2COCOC12,train
O=C1CC2OCCCC12,train
Cn1cc(N)oc1=O,train
O=C1CC2OCCNC12,test_scaffolds
O=C1CC2OCCOC12,train
O=C1CC2OCOCC12,train
O=C1CN2CCCCC12,train
O=C1CN2CCOCC12,train
O=C1NC2CCCCC12,test_scaffolds
O=C1NC2CCCOC12,train
O=C1NC2CCOCC12,train
O=C1NC2COCCC12,train
O=C1NC2COCOC12,train
CC1=CCCC1,train
Cn1cc(O)[nH]c1=O,test
O=C1OC2CCCCC12,train
O=C1OC2CCCNC12,test_scaffolds
O=C1OC2CCCOC12,train
O=C1OC2CCOCC12,train
